customer_id,full_name,kyc_status,risk_rating,segment,country,created_at
CUST-0035,Customer_35,VERIFIED,HIGH,CORPORATE,IND,2024-03-17 00:00:00
CUST-0036,Customer_36,VERIFIED,HIGH,HNI,IND,2024-10-25 00:00:00
CUST-0037,Customer_37,VERIFIED,HIGH,SME,IND,2025-11-27 00:00:00
CUST-0038,Customer_38,PENDING_REVERIFICATION,LOW,HNI,IND,2023-12-12 00:00:00
CUST-0039,Customer_39,VERIFIED,HIGH,CORPORATE,IND,2025-01-18 00:00:00
CUST-0040,Customer_40,VERIFIED,HIGH,HNI,IND,2025-02-01 00:00:00
CUST-0041,Customer_41,VERIFIED,LOW,CORPORATE,IND,2025-12-08 00:00:00
CUST-0042,Customer_42,VERIFIED,LOW,SME,IND,2023-12-26 00:00:00
CUST-0043,Customer_43,VERIFIED,LOW,CORPORATE,IND,2025-03-23 00:00:00
CUST-0044,Customer_44,VERIFIED,MEDIUM,SME,IND,2025-10-20 00:00:00
CUST-0045,Customer_45,PENDING_REVERIFICATION,MEDIUM,HNI,IND,2025-09-17 00:00:00
CUST-0046,Customer_46,VERIFIED,MEDIUM,SME,IND,2024-11-09 00:00:00
CUST-0047,Customer_47,VERIFIED,LOW,CORPORATE,IND,2026-01-18 00:00:00
CUST-0048,Customer_48,VERIFIED,LOW,RETAIL,IND,2024-04-29 00:00:00
CUST-0049,Customer_49,VERIFIED,MEDIUM,HNI,IND,2024-10-14 00:00:00
CUST-0050,Customer_50,VERIFIED,LOW,HNI,IND,2023-12-10 00:00:00
CUST-0051,Customer_51,VERIFIED,LOW,HNI,IND,2025-01-18 00:00:00
CUST-0052,Customer_52,VERIFIED,MEDIUM,CORPORATE,IND,2023-09-17 00:00:00
CUST-0053,Customer_53,VERIFIED,MEDIUM,SME,IND,2025-08-14 00:00:00
CUST-0054,Customer_54,VERIFIED,LOW,SME,IND,2024-11-03 00:00:00
CUST-0055,Customer_55,PENDING_REVERIFICATION,MEDIUM,SME,IND,2024-10-31 00:00:00
CUST-0056,Customer_56,VERIFIED,LOW,CORPORATE,IND,2024-11-23 00:00:00
CUST-0057,Customer_57,VERIFIED,HIGH,SME,IND,2023-11-09 00:00:00
CUST-0058,Customer_58,VERIFIED,LOW,HNI,IND,2026-02-16 00:00:00
CUST-0059,Customer_59,VERIFIED,MEDIUM,SME,IND,2024-12-31 00:00:00
CUST-0060,Customer_60,VERIFIED,LOW,SME,IND,2023-10-09 00:00:00
CUST-0061,Customer_61,VERIFIED,LOW,HNI,IND,2025-11-01 00:00:00
CUST-0062,Customer_62,VERIFIED,HIGH,HNI,IND,2024-07-18 00:00:00
CUST-0063,Customer_63,VERIFIED,HIGH,SME,IND,2024-04-06 00:00:00
CUST-0064,Customer_64,VERIFIED,LOW,SME,IND,2025-11-15 00:00:00
CUST-0065,Customer_65,PENDING_REVERIFICATION,LOW,RETAIL,IND,2024-03-23 00:00:00
CUST-0066,Customer_66,VERIFIED,LOW,HNI,IND,2024-05-01 00:00:00
CUST-0067,Customer_67,VERIFIED,HIGH,SME,IND,2025-05-14 00:00:00
CUST-0068,Customer_68,VERIFIED,LOW,SME,IND,2025-09-09 00:00:00
CUST-0069,Customer_69,VERIFIED,LOW,RETAIL,IND,2026-02-07 00:00:00
CUST-0070,Customer_70,PENDING_REVERIFICATION,LOW,CORPORATE,IND,2026-02-06 00:00:00
CUST-0071,Customer_71,VERIFIED,LOW,HNI,IND,2026-01-29 00:00:00
CUST-0072,Customer_72,VERIFIED,LOW,RETAIL,IND,2024-03-21 00:00:00
CUST-0073,Customer_73,VERIFIED,LOW,CORPORATE,IND,2024-06-10 00:00:00
CUST-0074,Customer_74,VERIFIED,MEDIUM,SME,IND,2024-06-09 00:00:00
CUST-0075,Customer_75,VERIFIED,HIGH,CORPORATE,IND,2024-12-12 00:00:00
CUST-0076,Customer_76,VERIFIED,LOW,SME,IND,2025-01-19 00:00:00
CUST-0077,Customer_77,VERIFIED,LOW,RETAIL,IND,2024-01-30 00:00:00
CUST-0078,Customer_78,PENDING_REVERIFICATION,LOW,SME,IND,2024-03-12 00:00:00
CUST-0079,Customer_79,VERIFIED,LOW,RETAIL,IND,2025-04-23 00:00:00
CUST-0080,Customer_80,PENDING_REVERIFICATION,LOW,RETAIL,IND,2024-08-15 00:00:00
CUST-0081,Customer_81,VERIFIED,LOW,RETAIL,IND,2024-02-14 00:00:00
CUST-0082,Customer_82,VERIFIED,LOW,RETAIL,IND,2025-10-23 00:00:00
CUST-0083,Customer_83,VERIFIED,LOW,SME,IND,2024-06-20 00:00:00
CUST-0084,Customer_84,VERIFIED,LOW,CORPORATE,IND,2024-07-09 00:00:00
CUST-0085,Customer_85,VERIFIED,LOW,CORPORATE,IND,2025-01-24 00:00:00
CUST-0086,Customer_86,PENDING_REVERIFICATION,LOW,CORPORATE,IND,2024-04-14 00:00:00
CUST-0087,Customer_87,VERIFIED,LOW,HNI,IND,2024-08-15 00:00:00
CUST-0088,Customer_88,VERIFIED,HIGH,CORPORATE,IND,2025-06-05 00:00:00
CUST-0089,Customer_89,VERIFIED,LOW,RETAIL,IND,2026-02-05 00:00:00
CUST-0090,Customer_90,VERIFIED,HIGH,CORPORATE,IND,2024-12-21 00:00:00
CUST-0091,Customer_91,VERIFIED,LOW,HNI,IND,2024-05-21 00:00:00
CUST-0092,Customer_92,VERIFIED,LOW,RETAIL,IND,2024-04-27 00:00:00
CUST-0093,Customer_93,VERIFIED,LOW,SME,IND,2025-12-26 00:00:00
CUST-0094,Customer_94,VERIFIED,LOW,CORPORATE,IND,2025-12-24 00:00:00
CUST-0095,Customer_95,VERIFIED,HIGH,HNI,IND,2024-01-20 00:00:00
CUST-0096,Customer_96,PENDING_REVERIFICATION,LOW,HNI,IND,2024-07-26 00:00:00
CUST-0097,Customer_97,VERIFIED,LOW,HNI,IND,2025-02-03 00:00:00
CUST-0098,Customer_98,VERIFIED,MEDIUM,CORPORATE,IND,2024-08-09 00:00:00
CUST-0099,Customer_99,PENDING_REVERIFICATION,HIGH,SME,IND,2025-08-13 00:00:00
CUST-0100,Customer_100,VERIFIED,MEDIUM,HNI,IND,2024-10-13 00:00:00
CUST-0101,Customer_101,VERIFIED,LOW,CORPORATE,IND,2023-11-30 00:00:00
CUST-0102,Customer_102,VERIFIED,LOW,RETAIL,IND,2025-04-21 00:00:00
CUST-0103,Customer_103,VERIFIED,HIGH,SME,IND,2025-10-03 00:00:00
CUST-0104,Customer_104,VERIFIED,LOW,HNI,IND,2023-10-05 00:00:00
CUST-0105,Customer_105,VERIFIED,HIGH,RETAIL,IND,2025-01-15 00:00:00
CUST-0106,Customer_106,PENDING_REVERIFICATION,HIGH,HNI,IND,2024-09-19 00:00:00
CUST-0107,Customer_107,VERIFIED,LOW,HNI,IND,2024-02-02 00:00:00
CUST-0108,Customer_108,PENDING_REVERIFICATION,LOW,SME,IND,2025-04-10 00:00:00
CUST-0109,Customer_109,VERIFIED,HIGH,HNI,IND,2025-09-08 00:00:00
CUST-0110,Customer_110,VERIFIED,LOW,SME,IND,2025-02-21 00:00:00
CUST-0111,Customer_111,VERIFIED,MEDIUM,HNI,IND,2024-01-19 00:00:00
CUST-0112,Customer_112,VERIFIED,HIGH,CORPORATE,IND,2024-12-16 00:00:00
CUST-0113,Customer_113,VERIFIED,HIGH,HNI,IND,2024-02-13 00:00:00
CUST-0114,Customer_114,VERIFIED,LOW,SME,IND,2024-08-18 00:00:00
CUST-0115,Customer_115,VERIFIED,LOW,RETAIL,IND,2025-10-25 00:00:00
CUST-0116,Customer_116,VERIFIED,LOW,RETAIL,IND,2025-02-10 00:00:00
CUST-0117,Customer_117,VERIFIED,LOW,HNI,IND,2024-06-18 00:00:00
CUST-0118,Customer_118,VERIFIED,LOW,RETAIL,IND,2025-03-24 00:00:00
CUST-0119,Customer_119,PENDING_REVERIFICATION,LOW,RETAIL,IND,2025-01-27 00:00:00
CUST-0120,Customer_120,VERIFIED,HIGH,SME,IND,2024-04-29 00:00:00
CUST-0121,Customer_121,VERIFIED,LOW,CORPORATE,IND,2024-09-29 00:00:00
CUST-0122,Customer_122,VERIFIED,HIGH,HNI,IND,2023-10-27 00:00:00
CUST-0123,Customer_123,VERIFIED,MEDIUM,SME,IND,2025-11-29 00:00:00
CUST-0124,Customer_124,VERIFIED,LOW,CORPORATE,IND,2023-12-18 00:00:00
CUST-0125,Customer_125,VERIFIED,LOW,HNI,IND,2025-09-02 00:00:00
CUST-0126,Customer_126,VERIFIED,MEDIUM,SME,IND,2025-03-28 00:00:00
CUST-0127,Customer_127,PENDING_REVERIFICATION,MEDIUM,SME,IND,2025-08-25 00:00:00
CUST-0128,Customer_128,VERIFIED,MEDIUM,HNI,IND,2023-09-19 00:00:00
CUST-0129,Customer_129,VERIFIED,LOW,CORPORATE,IND,2023-10-24 00:00:00
CUST-0130,Customer_130,PENDING_REVERIFICATION,LOW,HNI,IND,2024-11-26 00:00:00
CUST-0131,Customer_131,VERIFIED,MEDIUM,SME,IND,2025-03-22 00:00:00
CUST-0132,Customer_132,VERIFIED,LOW,SME,IND,2023-10-14 00:00:00
CUST-0133,Customer_133,PENDING_REVERIFICATION,LOW,HNI,IND,2024-08-12 00:00:00
CUST-0134,Customer_134,VERIFIED,LOW,SME,IND,2025-09-28 00:00:00
CUST-0135,Customer_135,VERIFIED,LOW,SME,IND,2024-07-13 00:00:00
CUST-0136,Customer_136,PENDING_REVERIFICATION,MEDIUM,CORPORATE,IND,2026-01-30 00:00:00
CUST-0137,Customer_137,VERIFIED,MEDIUM,SME,IND,2025-11-16 00:00:00
CUST-0138,Customer_138,PENDING_REVERIFICATION,HIGH,HNI,IND,2024-12-14 00:00:00
CUST-0139,Customer_139,VERIFIED,LOW,RETAIL,IND,2025-01-08 00:00:00
CUST-0140,Customer_140,VERIFIED,LOW,SME,IND,2024-07-29 00:00:00
CUST-0141,Customer_141,VERIFIED,LOW,SME,IND,2024-07-09 00:00:00
CUST-0142,Customer_142,PENDING_REVERIFICATION,MEDIUM,CORPORATE,IND,2025-03-12 00:00:00
CUST-0143,Customer_143,VERIFIED,LOW,HNI,IND,2024-05-11 00:00:00
CUST-0144,Customer_144,VERIFIED,LOW,SME,IND,2026-02-03 00:00:00
CUST-0145,Customer_145,VERIFIED,MEDIUM,SME,IND,2024-05-25 00:00:00
CUST-0146,Customer_146,VERIFIED,LOW,HNI,IND,2024-08-19 00:00:00
CUST-0147,Customer_147,VERIFIED,LOW,HNI,IND,2025-03-21 00:00:00
CUST-0148,Customer_148,VERIFIED,MEDIUM,HNI,IND,2024-06-11 00:00:00
CUST-0149,Customer_149,VERIFIED,LOW,RETAIL,IND,2024-07-20 00:00:00
CUST-0150,Customer_150,PENDING_REVERIFICATION,HIGH,HNI,IND,2025-11-03 00:00:00
CUST-0151,Customer_151,VERIFIED,LOW,CORPORATE,IND,2026-01-07 00:00:00
CUST-0152,Customer_152,VERIFIED,HIGH,HNI,IND,2024-10-27 00:00:00
CUST-0153,Customer_153,VERIFIED,LOW,SME,IND,2025-04-02 00:00:00
CUST-0154,Customer_154,PENDING_REVERIFICATION,LOW,CORPORATE,IND,2025-03-24 00:00:00
CUST-0155,Customer_155,VERIFIED,LOW,CORPORATE,IND,2025-10-08 00:00:00
CUST-0156,Customer_156,VERIFIED,MEDIUM,SME,IND,2025-06-07 00:00:00
CUST-0157,Customer_157,PENDING_REVERIFICATION,LOW,SME,IND,2025-05-17 00:00:00
CUST-0158,Customer_158,PENDING_REVERIFICATION,LOW,HNI,IND,2024-07-06 00:00:00
CUST-0159,Customer_159,VERIFIED,MEDIUM,RETAIL,IND,2024-02-09 00:00:00
CUST-0160,Customer_160,VERIFIED,MEDIUM,RETAIL,IND,2023-10-02 00:00:00
CUST-0161,Customer_161,VERIFIED,MEDIUM,SME,IND,2024-04-16 00:00:00
CUST-0162,Customer_162,VERIFIED,LOW,HNI,IND,2025-12-04 00:00:00
CUST-0163,Customer_163,VERIFIED,LOW,CORPORATE,IND,2024-05-17 00:00:00
CUST-0164,Customer_164,VERIFIED,HIGH,HNI,IND,2026-01-23 00:00:00
CUST-0165,Customer_165,PENDING_REVERIFICATION,LOW,HNI,IND,2024-12-09 00:00:00
CUST-0166,Customer_166,VERIFIED,HIGH,HNI,IND,2023-12-04 00:00:00
CUST-0167,Customer_167,VERIFIED,MEDIUM,HNI,IND,2024-07-29 00:00:00
CUST-0168,Customer_168,VERIFIED,LOW,CORPORATE,IND,2024-08-25 00:00:00
CUST-0169,Customer_169,VERIFIED,LOW,HNI,IND,2024-02-06 00:00:00
CUST-0170,Customer_170,VERIFIED,LOW,RETAIL,IND,2023-11-23 00:00:00
CUST-0171,Customer_171,VERIFIED,LOW,SME,IND,2023-11-05 00:00:00
CUST-0172,Customer_172,VERIFIED,LOW,SME,IND,2024-08-17 00:00:00
CUST-0173,Customer_173,VERIFIED,LOW,CORPORATE,IND,2025-09-02 00:00:00
CUST-0174,Customer_174,VERIFIED,LOW,HNI,IND,2024-03-27 00:00:00
CUST-0175,Customer_175,VERIFIED,MEDIUM,CORPORATE,IND,2024-08-11 00:00:00
CUST-0176,Customer_176,VERIFIED,LOW,HNI,IND,2024-09-13 00:00:00
CUST-0177,Customer_177,VERIFIED,HIGH,RETAIL,IND,2024-11-02 00:00:00
CUST-0178,Customer_178,PENDING_REVERIFICATION,LOW,SME,IND,2025-09-25 00:00:00
CUST-0179,Customer_179,VERIFIED,MEDIUM,RETAIL,IND,2025-12-24 00:00:00
CUST-0180,Customer_180,VERIFIED,LOW,SME,IND,2025-03-22 00:00:00
CUST-0181,Customer_181,VERIFIED,LOW,HNI,IND,2023-09-16 00:00:00
CUST-0182,Customer_182,VERIFIED,MEDIUM,CORPORATE,IND,2025-08-01 00:00:00
CUST-0183,Customer_183,VERIFIED,LOW,HNI,IND,2024-04-15 00:00:00
CUST-0184,Customer_184,PENDING_REVERIFICATION,LOW,SME,IND,2025-09-12 00:00:00
CUST-0185,Customer_185,PENDING_REVERIFICATION,MEDIUM,CORPORATE,IND,2023-09-29 00:00:00
CUST-0186,Customer_186,VERIFIED,LOW,SME,IND,2024-05-18 00:00:00
CUST-0187,Customer_187,PENDING_REVERIFICATION,HIGH,CORPORATE,IND,2025-11-20 00:00:00
CUST-0188,Customer_188,VERIFIED,LOW,RETAIL,IND,2024-01-09 00:00:00
CUST-0189,Customer_189,VERIFIED,LOW,HNI,IND,2025-10-27 00:00:00
CUST-0190,Customer_190,VERIFIED,LOW,CORPORATE,IND,2025-08-12 00:00:00
CUST-0191,Customer_191,PENDING_REVERIFICATION,LOW,HNI,IND,2024-04-29 00:00:00
CUST-0192,Customer_192,VERIFIED,LOW,SME,IND,2025-01-10 00:00:00
CUST-0193,Customer_193,VERIFIED,MEDIUM,CORPORATE,IND,2025-05-18 00:00:00
CUST-0194,Customer_194,VERIFIED,MEDIUM,HNI,IND,2025-11-03 00:00:00
CUST-0195,Customer_195,VERIFIED,HIGH,HNI,IND,2025-02-19 00:00:00
CUST-0196,Customer_196,PENDING_REVERIFICATION,MEDIUM,RETAIL,IND,2024-03-09 00:00:00
CUST-0197,Customer_197,VERIFIED,LOW,RETAIL,IND,2024-11-06 00:00:00
CUST-0198,Customer_198,PENDING_REVERIFICATION,LOW,RETAIL,IND,2023-11-11 00:00:00
CUST-0199,Customer_199,VERIFIED,LOW,RETAIL,IND,2025-12-01 00:00:00
CUST-0200,Customer_200,VERIFIED,LOW,CORPORATE,IND,2024-07-24 00:00:00
CUST-0201,Customer_201,VERIFIED,MEDIUM,CORPORATE,IND,2024-06-03 00:00:00
CUST-0202,Customer_202,PENDING_REVERIFICATION,HIGH,RETAIL,IND,2025-09-18 00:00:00
CUST-0203,Customer_203,VERIFIED,LOW,RETAIL,IND,2025-11-06 00:00:00
CUST-0204,Customer_204,PENDING_REVERIFICATION,LOW,HNI,IND,2024-08-23 00:00:00
CUST-0205,Customer_205,VERIFIED,LOW,RETAIL,IND,2024-01-17 00:00:00
CUST-0206,Customer_206,VERIFIED,HIGH,RETAIL,IND,2024-02-02 00:00:00
CUST-0207,Customer_207,VERIFIED,LOW,SME,IND,2024-10-27 00:00:00
CUST-0208,Customer_208,VERIFIED,LOW,CORPORATE,IND,2024-03-16 00:00:00
CUST-0209,Customer_209,VERIFIED,MEDIUM,HNI,IND,2024-09-13 00:00:00
CUST-0210,Customer_210,VERIFIED,MEDIUM,RETAIL,IND,2024-10-09 00:00:00
CUST-0211,Customer_211,VERIFIED,HIGH,HNI,IND,2024-11-29 00:00:00
CUST-0212,Customer_212,VERIFIED,LOW,CORPORATE,IND,2024-06-27 00:00:00
CUST-0213,Customer_213,PENDING_REVERIFICATION,MEDIUM,RETAIL,IND,2024-09-29 00:00:00
CUST-0214,Customer_214,VERIFIED,MEDIUM,RETAIL,IND,2024-08-28 00:00:00
CUST-0215,Customer_215,PENDING_REVERIFICATION,LOW,SME,IND,2025-06-20 00:00:00
CUST-0216,Customer_216,VERIFIED,LOW,CORPORATE,IND,2023-09-21 00:00:00
CUST-0217,Customer_217,VERIFIED,LOW,HNI,IND,2024-08-27 00:00:00
CUST-0218,Customer_218,VERIFIED,HIGH,SME,IND,2023-11-19 00:00:00
CUST-0219,Customer_219,VERIFIED,HIGH,RETAIL,IND,2024-08-03 00:00:00
CUST-0220,Customer_220,VERIFIED,MEDIUM,CORPORATE,IND,2023-11-17 00:00:00
CUST-0221,Customer_221,VERIFIED,LOW,CORPORATE,IND,2025-01-07 00:00:00
CUST-0222,Customer_222,VERIFIED,LOW,HNI,IND,2025-12-31 00:00:00
CUST-0223,Customer_223,VERIFIED,LOW,SME,IND,2025-02-03 00:00:00
CUST-0224,Customer_224,VERIFIED,LOW,HNI,IND,2026-01-15 00:00:00
CUST-0225,Customer_225,VERIFIED,HIGH,RETAIL,IND,2024-11-20 00:00:00
CUST-0226,Customer_226,VERIFIED,LOW,CORPORATE,IND,2023-10-14 00:00:00
CUST-0227,Customer_227,VERIFIED,LOW,CORPORATE,IND,2026-01-04 00:00:00
CUST-0228,Customer_228,VERIFIED,LOW,HNI,IND,2024-04-25 00:00:00
CUST-0229,Customer_229,VERIFIED,LOW,HNI,IND,2026-02-14 00:00:00
CUST-0230,Customer_230,VERIFIED,HIGH,RETAIL,IND,2024-10-27 00:00:00
CUST-0231,Customer_231,VERIFIED,LOW,HNI,IND,2024-08-10 00:00:00
CUST-0232,Customer_232,VERIFIED,MEDIUM,RETAIL,IND,2024-08-16 00:00:00
CUST-0233,Customer_233,VERIFIED,LOW,CORPORATE,IND,2024-11-03 00:00:00
CUST-0234,Customer_234,VERIFIED,LOW,RETAIL,IND,2026-02-06 00:00:00
CUST-0235,Customer_235,PENDING_REVERIFICATION,MEDIUM,RETAIL,IND,2024-11-27 00:00:00
CUST-0236,Customer_236,VERIFIED,LOW,HNI,IND,2025-09-06 00:00:00
CUST-0237,Customer_237,VERIFIED,HIGH,SME,IND,2025-01-08 00:00:00
CUST-0238,Customer_238,VERIFIED,LOW,CORPORATE,IND,2025-11-19 00:00:00
CUST-0239,Customer_239,VERIFIED,LOW,RETAIL,IND,2024-01-18 00:00:00
CUST-0240,Customer_240,VERIFIED,HIGH,HNI,IND,2023-11-02 00:00:00
CUST-0241,Customer_241,PENDING_REVERIFICATION,LOW,SME,IND,2025-08-26 00:00:00
CUST-0242,Customer_242,PENDING_REVERIFICATION,HIGH,RETAIL,IND,2025-10-02 00:00:00
CUST-0243,Customer_243,VERIFIED,MEDIUM,RETAIL,IND,2024-03-09 00:00:00
CUST-0244,Customer_244,PENDING_REVERIFICATION,MEDIUM,SME,IND,2024-09-15 00:00:00
CUST-0245,Customer_245,VERIFIED,LOW,RETAIL,IND,2024-04-27 00:00:00
CUST-0246,Customer_246,VERIFIED,LOW,RETAIL,IND,2025-01-31 00:00:00
CUST-0247,Customer_247,VERIFIED,LOW,HNI,IND,2025-04-13 00:00:00
CUST-0248,Customer_248,VERIFIED,LOW,SME,IND,2024-01-30 00:00:00
CUST-0249,Customer_249,VERIFIED,MEDIUM,RETAIL,IND,2025-06-18 00:00:00
CUST-0250,Customer_250,PENDING_REVERIFICATION,LOW,CORPORATE,IND,2025-10-29 00:00:00
CUST-0251,Customer_251,VERIFIED,LOW,RETAIL,IND,2024-06-04 00:00:00
CUST-0252,Customer_252,VERIFIED,LOW,CORPORATE,IND,2025-06-08 00:00:00
CUST-0253,Customer_253,VERIFIED,MEDIUM,SME,IND,2025-09-20 00:00:00
CUST-0254,Customer_254,PENDING_REVERIFICATION,LOW,CORPORATE,IND,2024-06-30 00:00:00
CUST-0255,Customer_255,VERIFIED,LOW,HNI,IND,2023-10-24 00:00:00
CUST-0256,Customer_256,VERIFIED,MEDIUM,RETAIL,IND,2023-10-09 00:00:00
CUST-0257,Customer_257,PENDING_REVERIFICATION,LOW,CORPORATE,IND,2023-12-27 00:00:00
CUST-0258,Customer_258,PENDING_REVERIFICATION,LOW,SME,IND,2024-11-22 00:00:00
CUST-0259,Customer_259,PENDING_REVERIFICATION,MEDIUM,SME,IND,2023-09-25 00:00:00
CUST-0260,Customer_260,VERIFIED,LOW,RETAIL,IND,2024-06-04 00:00:00
CUST-0261,Customer_261,VERIFIED,LOW,HNI,IND,2024-03-08 00:00:00
CUST-0262,Customer_262,VERIFIED,MEDIUM,HNI,IND,2023-09-17 00:00:00
CUST-0263,Customer_263,VERIFIED,LOW,RETAIL,IND,2025-07-01 00:00:00
CUST-0264,Customer_264,PENDING_REVERIFICATION,LOW,SME,IND,2024-05-02 00:00:00
CUST-0265,Customer_265,PENDING_REVERIFICATION,LOW,SME,IND,2024-08-15 00:00:00
CUST-0266,Customer_266,PENDING_REVERIFICATION,LOW,SME,IND,2023-09-19 00:00:00
CUST-0267,Customer_267,PENDING_REVERIFICATION,LOW,HNI,IND,2024-09-19 00:00:00
CUST-0268,Customer_268,VERIFIED,LOW,HNI,IND,2025-04-20 00:00:00
CUST-0269,Customer_269,VERIFIED,MEDIUM,HNI,IND,2024-11-23 00:00:00
CUST-0270,Customer_270,PENDING_REVERIFICATION,MEDIUM,RETAIL,IND,2024-06-05 00:00:00
CUST-0271,Customer_271,VERIFIED,LOW,SME,IND,2024-07-26 00:00:00
CUST-0272,Customer_272,VERIFIED,MEDIUM,HNI,IND,2024-03-16 00:00:00
CUST-0273,Customer_273,VERIFIED,HIGH,SME,IND,2023-10-24 00:00:00
CUST-0274,Customer_274,VERIFIED,MEDIUM,HNI,IND,2026-02-08 00:00:00
CUST-0275,Customer_275,PENDING_REVERIFICATION,HIGH,CORPORATE,IND,2025-01-21 00:00:00
CUST-0276,Customer_276,VERIFIED,LOW,CORPORATE,IND,2025-02-22 00:00:00
CUST-0277,Customer_277,VERIFIED,LOW,HNI,IND,2025-07-16 00:00:00
CUST-0278,Customer_278,VERIFIED,MEDIUM,CORPORATE,IND,2024-10-25 00:00:00
CUST-0279,Customer_279,VERIFIED,MEDIUM,HNI,IND,2025-02-04 00:00:00
CUST-0280,Customer_280,VERIFIED,HIGH,RETAIL,IND,2025-11-10 00:00:00
CUST-0281,Customer_281,VERIFIED,LOW,CORPORATE,IND,2025-10-18 00:00:00
CUST-0282,Customer_282,PENDING_REVERIFICATION,HIGH,SME,IND,2024-05-11 00:00:00
CUST-0283,Customer_283,VERIFIED,MEDIUM,HNI,IND,2025-03-30 00:00:00
CUST-0284,Customer_284,VERIFIED,LOW,RETAIL,IND,2025-12-16 00:00:00
CUST-0285,Customer_285,VERIFIED,LOW,CORPORATE,IND,2024-05-20 00:00:00
CUST-0286,Customer_286,PENDING_REVERIFICATION,LOW,RETAIL,IND,2023-10-29 00:00:00
CUST-0287,Customer_287,VERIFIED,HIGH,CORPORATE,IND,2025-03-09 00:00:00
CUST-0288,Customer_288,VERIFIED,LOW,RETAIL,IND,2025-03-04 00:00:00
CUST-0289,Customer_289,VERIFIED,LOW,CORPORATE,IND,2024-11-01 00:00:00
CUST-0290,Customer_290,VERIFIED,HIGH,CORPORATE,IND,2024-01-12 00:00:00
CUST-0291,Customer_291,VERIFIED,LOW,RETAIL,IND,2024-03-21 00:00:00
CUST-0292,Customer_292,PENDING_REVERIFICATION,MEDIUM,RETAIL,IND,2024-11-26 00:00:00
CUST-0293,Customer_293,PENDING_REVERIFICATION,LOW,CORPORATE,IND,2024-10-23 00:00:00
CUST-0294,Customer_294,VERIFIED,LOW,RETAIL,IND,2024-12-31 00:00:00
