transaction_id,account_id,counterparty_id,beneficiary_id,transaction_type,amount,currency,status,channel,device_id,location_id,transaction_timestamp,scenario_id
TXN-000041,ACC-0691,CP-0472,BEN-0185,NEFT,16163.45,INR,COMPLETED,BRANCH,DEV-0442,LOC-098,2026-09-20 02:29:00,NORMAL
TXN-000042,ACC-0974,CP-0262,BEN-0028,OUTBOUND_WIRE,4057.67,INR,COMPLETED,BRANCH,DEV-0092,LOC-091,2026-06-16 13:32:00,NORMAL
TXN-000043,ACC-1365,CP-0480,BEN-0205,NEFT,19710.88,INR,COMPLETED,BRANCH,DEV-0224,LOC-088,2026-06-28 01:55:00,NORMAL
TXN-000044,ACC-0660,CP-0223,BEN-0273,RTGS,10828.56,INR,COMPLETED,UPI,DEV-0611,LOC-085,2026-07-05 08:59:00,NORMAL
TXN-000045,ACC-0446,CP-0002,BEN-0098,INBOUND_WIRE,43486.53,INR,COMPLETED,NET_BANKING,DEV-0466,LOC-024,2026-06-21 14:14:00,NORMAL
TXN-000046,ACC-1094,CP-0256,BEN-0243,OUTBOUND_WIRE,30379.33,INR,COMPLETED,UPI,DEV-0770,LOC-047,2026-06-09 19:26:00,NORMAL
TXN-000047,ACC-0913,CP-0278,BEN-0058,NEFT,20694.75,INR,COMPLETED,MOBILE_APP,DEV-0298,LOC-012,2026-07-26 19:51:00,NORMAL
TXN-000048,ACC-0615,CP-0114,BEN-0036,IMPS,43142.77,INR,COMPLETED,UPI,DEV-0187,LOC-010,2026-06-22 06:07:00,NORMAL
TXN-000049,ACC-0917,CP-0026,BEN-0216,INBOUND_WIRE,23064.17,INR,COMPLETED,MOBILE_APP,DEV-0579,LOC-100,2026-09-09 01:35:00,NORMAL
TXN-000050,ACC-1090,CP-0362,BEN-0177,NEFT,38548.41,INR,COMPLETED,NET_BANKING,DEV-0237,LOC-067,2026-08-31 16:09:00,NORMAL
TXN-000051,ACC-0942,CP-0213,BEN-0023,OUTBOUND_WIRE,33962.78,INR,COMPLETED,NET_BANKING,DEV-0679,LOC-063,2026-09-03 10:08:00,NORMAL
TXN-000052,ACC-0118,CP-0368,BEN-0098,RTGS,9154.5,INR,COMPLETED,BRANCH,DEV-0659,LOC-028,2026-06-10 20:21:00,NORMAL
TXN-000053,ACC-0387,CP-0311,BEN-0128,IMPS,1523.81,INR,COMPLETED,UPI,DEV-0611,LOC-082,2026-06-27 10:00:00,NORMAL
TXN-000054,ACC-1013,CP-0300,BEN-0099,RTGS,33575.21,INR,COMPLETED,NET_BANKING,DEV-0524,LOC-060,2026-09-06 19:02:00,NORMAL
TXN-000055,ACC-0086,CP-0127,BEN-0118,IMPS,43778.42,INR,COMPLETED,BRANCH,DEV-0577,LOC-043,2026-09-11 13:16:00,NORMAL
TXN-000056,ACC-0528,CP-0016,BEN-0076,INBOUND_WIRE,25377.69,INR,COMPLETED,MOBILE_APP,DEV-0106,LOC-076,2026-06-03 16:57:00,NORMAL
TXN-000057,ACC-0965,CP-0113,BEN-0005,IMPS,47288.47,INR,COMPLETED,NET_BANKING,DEV-0212,LOC-025,2026-08-11 23:30:00,NORMAL
TXN-000058,ACC-0291,CP-0087,BEN-0125,NEFT,14282.49,INR,COMPLETED,BRANCH,DEV-0385,LOC-042,2026-08-16 18:59:00,NORMAL
TXN-000059,ACC-0400,CP-0004,BEN-0098,NEFT,3814.8,INR,COMPLETED,NET_BANKING,DEV-0122,LOC-050,2026-09-07 17:51:00,NORMAL
TXN-000060,ACC-0070,CP-0298,BEN-0076,RTGS,32646.11,INR,COMPLETED,NET_BANKING,DEV-0469,LOC-093,2026-06-03 05:57:00,NORMAL
TXN-000061,ACC-1463,CP-0216,BEN-0079,OUTBOUND_WIRE,30848.22,INR,COMPLETED,UPI,DEV-0777,LOC-003,2026-06-12 22:24:00,NORMAL
TXN-000062,ACC-1290,CP-0071,BEN-0244,INBOUND_WIRE,1392.32,INR,COMPLETED,BRANCH,DEV-0125,LOC-054,2026-06-04 06:58:00,NORMAL
TXN-000063,ACC-1274,CP-0251,BEN-0146,INBOUND_WIRE,37628.97,INR,COMPLETED,MOBILE_APP,DEV-0481,LOC-041,2026-07-19 05:06:00,NORMAL
TXN-000064,ACC-1308,CP-0245,BEN-0173,INBOUND_WIRE,23128.12,INR,COMPLETED,UPI,DEV-0709,LOC-093,2026-06-15 02:50:00,NORMAL
TXN-000065,ACC-0236,CP-0220,BEN-0224,RTGS,8295.47,INR,COMPLETED,BRANCH,DEV-0109,LOC-020,2026-09-22 13:01:00,NORMAL
TXN-000066,ACC-0737,CP-0079,BEN-0125,OUTBOUND_WIRE,12466.75,INR,COMPLETED,UPI,DEV-0103,LOC-063,2026-06-12 01:11:00,NORMAL
TXN-000067,ACC-0444,CP-0429,BEN-0010,OUTBOUND_WIRE,18468.12,INR,COMPLETED,MOBILE_APP,DEV-0358,LOC-058,2026-07-31 01:13:00,NORMAL
TXN-000068,ACC-1077,CP-0437,BEN-0204,IMPS,5614.82,INR,COMPLETED,NET_BANKING,DEV-0258,LOC-004,2026-08-28 12:10:00,NORMAL
TXN-000069,ACC-0126,CP-0334,BEN-0236,INBOUND_WIRE,47185.14,INR,COMPLETED,MOBILE_APP,DEV-0248,LOC-037,2026-07-02 21:37:00,NORMAL
TXN-000070,ACC-0511,CP-0176,BEN-0288,INBOUND_WIRE,48504.28,INR,COMPLETED,MOBILE_APP,DEV-0108,LOC-083,2026-06-28 05:08:00,NORMAL
TXN-000071,ACC-0934,CP-0374,BEN-0027,NEFT,11336.87,INR,COMPLETED,UPI,DEV-0682,LOC-063,2026-09-15 06:58:00,NORMAL
TXN-000072,ACC-1103,CP-0167,BEN-0105,IMPS,42836.96,INR,COMPLETED,UPI,DEV-0697,LOC-087,2026-07-14 05:47:00,NORMAL
TXN-000073,ACC-0447,CP-0417,BEN-0175,IMPS,28435.98,INR,COMPLETED,BRANCH,DEV-0443,LOC-068,2026-08-04 16:49:00,NORMAL
TXN-000074,ACC-1139,CP-0390,BEN-0184,NEFT,12302.49,INR,COMPLETED,BRANCH,DEV-0462,LOC-017,2026-07-20 15:08:00,NORMAL
TXN-000075,ACC-0184,CP-0284,BEN-0008,INBOUND_WIRE,7079.63,INR,COMPLETED,BRANCH,DEV-0509,LOC-079,2026-06-22 00:13:00,NORMAL
TXN-000076,ACC-0502,CP-0292,BEN-0200,OUTBOUND_WIRE,37111.58,INR,COMPLETED,UPI,DEV-0630,LOC-066,2026-07-28 06:47:00,NORMAL
TXN-000077,ACC-0705,CP-0475,BEN-0279,NEFT,2595.94,INR,COMPLETED,NET_BANKING,DEV-0626,LOC-090,2026-08-09 12:54:00,NORMAL
TXN-000078,ACC-0116,CP-0444,BEN-0164,RTGS,19955.47,INR,COMPLETED,MOBILE_APP,DEV-0126,LOC-008,2026-08-05 17:22:00,NORMAL
TXN-000079,ACC-0810,CP-0310,BEN-0107,IMPS,4784.26,INR,COMPLETED,NET_BANKING,DEV-0477,LOC-085,2026-06-12 02:54:00,NORMAL
TXN-000080,ACC-1395,CP-0059,BEN-0148,IMPS,40007.84,INR,COMPLETED,UPI,DEV-0786,LOC-078,2026-06-08 11:01:00,NORMAL
TXN-000081,ACC-0958,CP-0500,BEN-0126,RTGS,21241.44,INR,COMPLETED,NET_BANKING,DEV-0652,LOC-053,2026-08-07 08:18:00,NORMAL
TXN-000082,ACC-0200,CP-0266,BEN-0078,OUTBOUND_WIRE,30234.95,INR,COMPLETED,UPI,DEV-0223,LOC-083,2026-09-01 12:12:00,NORMAL
TXN-000083,ACC-1326,CP-0475,BEN-0175,OUTBOUND_WIRE,49230.06,INR,COMPLETED,MOBILE_APP,DEV-0173,LOC-021,2026-08-25 09:29:00,NORMAL
TXN-000084,ACC-1021,CP-0258,BEN-0124,OUTBOUND_WIRE,43757.49,INR,COMPLETED,UPI,DEV-0365,LOC-095,2026-08-27 09:45:00,NORMAL
TXN-000085,ACC-1098,CP-0468,BEN-0156,OUTBOUND_WIRE,18080.43,INR,COMPLETED,BRANCH,DEV-0140,LOC-055,2026-08-18 09:23:00,NORMAL
TXN-000086,ACC-0983,CP-0376,BEN-0242,IMPS,42058.81,INR,COMPLETED,UPI,DEV-0351,LOC-096,2026-08-09 04:01:00,NORMAL
TXN-000087,ACC-1068,CP-0400,BEN-0157,RTGS,47328.76,INR,COMPLETED,BRANCH,DEV-0119,LOC-016,2026-06-24 12:47:00,NORMAL
TXN-000088,ACC-0135,CP-0157,BEN-0250,OUTBOUND_WIRE,41240.55,INR,COMPLETED,MOBILE_APP,DEV-0388,LOC-041,2026-07-21 18:17:00,NORMAL
TXN-000089,ACC-0013,CP-0118,BEN-0076,OUTBOUND_WIRE,25535.54,INR,COMPLETED,UPI,DEV-0444,LOC-001,2026-06-17 14:34:00,NORMAL
TXN-000090,ACC-0099,CP-0114,BEN-0040,NEFT,37952.47,INR,COMPLETED,MOBILE_APP,DEV-0372,LOC-091,2026-06-12 21:59:00,NORMAL
TXN-000091,ACC-0965,CP-0078,BEN-0140,OUTBOUND_WIRE,10482.07,INR,COMPLETED,NET_BANKING,DEV-0230,LOC-079,2026-08-09 13:51:00,NORMAL
TXN-000092,ACC-0070,CP-0107,BEN-0029,INBOUND_WIRE,3448.01,INR,COMPLETED,BRANCH,DEV-0420,LOC-078,2026-09-01 21:59:00,NORMAL
TXN-000093,ACC-1164,CP-0350,BEN-0094,OUTBOUND_WIRE,4846.82,INR,COMPLETED,MOBILE_APP,DEV-0146,LOC-096,2026-08-16 21:19:00,NORMAL
TXN-000094,ACC-1489,CP-0361,BEN-0054,NEFT,46674.82,INR,COMPLETED,UPI,DEV-0736,LOC-031,2026-08-17 12:55:00,NORMAL
TXN-000095,ACC-0546,CP-0391,BEN-0109,IMPS,22367.69,INR,COMPLETED,BRANCH,DEV-0795,LOC-027,2026-08-28 20:49:00,NORMAL
TXN-000096,ACC-1387,CP-0411,BEN-0122,RTGS,19270.12,INR,COMPLETED,NET_BANKING,DEV-0199,LOC-034,2026-08-22 08:54:00,NORMAL
TXN-000097,ACC-0318,CP-0175,BEN-0089,OUTBOUND_WIRE,32314.05,INR,COMPLETED,MOBILE_APP,DEV-0568,LOC-072,2026-08-17 23:31:00,NORMAL
TXN-000098,ACC-0256,CP-0316,BEN-0052,OUTBOUND_WIRE,39785.46,INR,COMPLETED,NET_BANKING,DEV-0210,LOC-059,2026-08-02 18:03:00,NORMAL
TXN-000099,ACC-0397,CP-0260,BEN-0039,RTGS,33531.21,INR,COMPLETED,UPI,DEV-0327,LOC-046,2026-08-07 14:47:00,NORMAL
TXN-000100,ACC-1388,CP-0373,BEN-0288,RTGS,32807.49,INR,COMPLETED,NET_BANKING,DEV-0604,LOC-018,2026-08-14 02:45:00,NORMAL
TXN-000101,ACC-0803,CP-0035,BEN-0100,OUTBOUND_WIRE,9547.48,INR,COMPLETED,BRANCH,DEV-0277,LOC-030,2026-08-14 04:03:00,NORMAL
TXN-000102,ACC-0992,CP-0394,BEN-0018,OUTBOUND_WIRE,25771.4,INR,COMPLETED,NET_BANKING,DEV-0570,LOC-004,2026-07-16 01:44:00,NORMAL
TXN-000103,ACC-0696,CP-0329,BEN-0152,NEFT,7128.23,INR,COMPLETED,MOBILE_APP,DEV-0467,LOC-069,2026-09-19 14:37:00,NORMAL
TXN-000104,ACC-0719,CP-0199,BEN-0279,OUTBOUND_WIRE,21526.72,INR,COMPLETED,BRANCH,DEV-0570,LOC-054,2026-08-16 13:31:00,NORMAL
TXN-000105,ACC-0770,CP-0156,BEN-0292,RTGS,28501.62,INR,COMPLETED,MOBILE_APP,DEV-0641,LOC-048,2026-09-05 19:02:00,NORMAL
TXN-000106,ACC-0791,CP-0201,BEN-0017,IMPS,40395.78,INR,COMPLETED,NET_BANKING,DEV-0281,LOC-036,2026-09-01 13:34:00,NORMAL
TXN-000107,ACC-0759,CP-0415,BEN-0237,INBOUND_WIRE,37903.35,INR,COMPLETED,NET_BANKING,DEV-0737,LOC-019,2026-09-21 15:22:00,NORMAL
TXN-000108,ACC-1285,CP-0160,BEN-0258,OUTBOUND_WIRE,49919.4,INR,COMPLETED,BRANCH,DEV-0742,LOC-081,2026-08-15 14:12:00,NORMAL
TXN-000109,ACC-0173,CP-0229,BEN-0021,NEFT,35501.36,INR,COMPLETED,NET_BANKING,DEV-0563,LOC-064,2026-07-23 16:35:00,NORMAL
TXN-000110,ACC-0126,CP-0390,BEN-0252,INBOUND_WIRE,36573.43,INR,COMPLETED,BRANCH,DEV-0209,LOC-027,2026-07-27 23:59:00,NORMAL
TXN-000111,ACC-0856,CP-0483,BEN-0095,RTGS,2237.66,INR,COMPLETED,NET_BANKING,DEV-0176,LOC-018,2026-08-10 04:00:00,NORMAL
TXN-000112,ACC-0657,CP-0262,BEN-0091,OUTBOUND_WIRE,33641.6,INR,COMPLETED,MOBILE_APP,DEV-0011,LOC-057,2026-09-11 03:34:00,NORMAL
TXN-000113,ACC-0705,CP-0134,BEN-0206,NEFT,12126.11,INR,COMPLETED,UPI,DEV-0750,LOC-006,2026-06-02 09:03:00,NORMAL
TXN-000114,ACC-0458,CP-0486,BEN-0294,NEFT,32935.02,INR,COMPLETED,BRANCH,DEV-0582,LOC-023,2026-09-11 10:17:00,NORMAL
TXN-000115,ACC-1249,CP-0215,BEN-0156,NEFT,23279.79,INR,COMPLETED,MOBILE_APP,DEV-0151,LOC-091,2026-09-13 20:36:00,NORMAL
TXN-000116,ACC-1018,CP-0113,BEN-0044,RTGS,21759.09,INR,COMPLETED,BRANCH,DEV-0303,LOC-074,2026-07-26 11:09:00,NORMAL
TXN-000117,ACC-1299,CP-0210,BEN-0068,RTGS,23452.59,INR,COMPLETED,BRANCH,DEV-0609,LOC-033,2026-08-11 19:47:00,NORMAL
TXN-000118,ACC-0964,CP-0126,BEN-0205,IMPS,13701.8,INR,COMPLETED,BRANCH,DEV-0106,LOC-031,2026-09-05 02:00:00,NORMAL
TXN-000119,ACC-1262,CP-0323,BEN-0048,NEFT,18636.15,INR,COMPLETED,MOBILE_APP,DEV-0447,LOC-017,2026-08-20 01:34:00,NORMAL
TXN-000120,ACC-0840,CP-0442,BEN-0001,OUTBOUND_WIRE,18902.32,INR,COMPLETED,NET_BANKING,DEV-0339,LOC-062,2026-08-15 14:38:00,NORMAL
TXN-000121,ACC-0533,CP-0461,BEN-0133,INBOUND_WIRE,21856.24,INR,COMPLETED,UPI,DEV-0177,LOC-091,2026-06-17 20:31:00,NORMAL
TXN-000122,ACC-0541,CP-0092,BEN-0119,NEFT,29888.67,INR,COMPLETED,UPI,DEV-0127,LOC-082,2026-07-15 23:10:00,NORMAL
TXN-000123,ACC-0023,CP-0024,BEN-0071,IMPS,47692.63,INR,COMPLETED,BRANCH,DEV-0449,LOC-073,2026-07-24 15:42:00,NORMAL
TXN-000124,ACC-0916,CP-0383,BEN-0100,OUTBOUND_WIRE,11478.17,INR,COMPLETED,BRANCH,DEV-0065,LOC-039,2026-09-03 14:02:00,NORMAL
TXN-000125,ACC-0366,CP-0419,BEN-0035,IMPS,45913.49,INR,COMPLETED,BRANCH,DEV-0257,LOC-001,2026-09-01 08:20:00,NORMAL
TXN-000126,ACC-1319,CP-0137,BEN-0074,INBOUND_WIRE,8326.78,INR,COMPLETED,BRANCH,DEV-0579,LOC-065,2026-08-09 06:55:00,NORMAL
TXN-000127,ACC-0761,CP-0177,BEN-0238,RTGS,21336.44,INR,COMPLETED,BRANCH,DEV-0412,LOC-054,2026-06-14 06:32:00,NORMAL
TXN-000128,ACC-0496,CP-0070,BEN-0087,INBOUND_WIRE,41093.47,INR,COMPLETED,UPI,DEV-0211,LOC-081,2026-09-15 16:27:00,NORMAL
TXN-000129,ACC-0882,CP-0344,BEN-0066,NEFT,35999.53,INR,COMPLETED,BRANCH,DEV-0422,LOC-071,2026-08-05 11:01:00,NORMAL
TXN-000130,ACC-1450,CP-0199,BEN-0160,NEFT,49796.42,INR,COMPLETED,UPI,DEV-0753,LOC-057,2026-06-25 07:05:00,NORMAL
TXN-000131,ACC-1351,CP-0421,BEN-0137,RTGS,41080.22,INR,COMPLETED,UPI,DEV-0210,LOC-053,2026-06-03 02:23:00,NORMAL
TXN-000132,ACC-1247,CP-0242,BEN-0128,RTGS,2127.5,INR,COMPLETED,BRANCH,DEV-0653,LOC-066,2026-08-29 21:16:00,NORMAL
TXN-000133,ACC-0239,CP-0232,BEN-0161,IMPS,30563.66,INR,COMPLETED,BRANCH,DEV-0244,LOC-078,2026-06-19 14:50:00,NORMAL
TXN-000134,ACC-0961,CP-0365,BEN-0069,OUTBOUND_WIRE,40933.18,INR,COMPLETED,NET_BANKING,DEV-0512,LOC-030,2026-08-25 22:36:00,NORMAL
TXN-000135,ACC-0969,CP-0201,BEN-0202,NEFT,10264.61,INR,COMPLETED,BRANCH,DEV-0441,LOC-012,2026-08-18 22:31:00,NORMAL
TXN-000136,ACC-0020,CP-0139,BEN-0263,RTGS,8100.46,INR,COMPLETED,NET_BANKING,DEV-0237,LOC-020,2026-08-17 21:52:00,NORMAL
TXN-000137,ACC-0251,CP-0211,BEN-0021,OUTBOUND_WIRE,43163.45,INR,COMPLETED,NET_BANKING,DEV-0684,LOC-087,2026-09-24 13:31:00,NORMAL
TXN-000138,ACC-1186,CP-0041,BEN-0140,NEFT,27657.51,INR,COMPLETED,BRANCH,DEV-0346,LOC-088,2026-09-10 17:16:00,NORMAL
TXN-000139,ACC-0743,CP-0431,BEN-0111,IMPS,5669.09,INR,COMPLETED,MOBILE_APP,DEV-0311,LOC-026,2026-08-08 02:05:00,NORMAL
TXN-000140,ACC-1049,CP-0155,BEN-0290,RTGS,31137.42,INR,COMPLETED,MOBILE_APP,DEV-0069,LOC-037,2026-08-01 03:02:00,NORMAL
TXN-000141,ACC-0109,CP-0463,BEN-0201,RTGS,40241.55,INR,COMPLETED,NET_BANKING,DEV-0493,LOC-036,2026-08-04 08:30:00,NORMAL
TXN-000142,ACC-0102,CP-0468,BEN-0251,OUTBOUND_WIRE,37602.12,INR,COMPLETED,BRANCH,DEV-0253,LOC-091,2026-07-09 23:08:00,NORMAL
TXN-000143,ACC-0632,CP-0063,BEN-0293,OUTBOUND_WIRE,38462.73,INR,COMPLETED,UPI,DEV-0658,LOC-061,2026-08-01 17:48:00,NORMAL
TXN-000144,ACC-1338,CP-0151,BEN-0139,OUTBOUND_WIRE,13639.14,INR,COMPLETED,BRANCH,DEV-0489,LOC-055,2026-07-21 05:27:00,NORMAL
TXN-000145,ACC-0419,CP-0094,BEN-0178,INBOUND_WIRE,9809.68,INR,COMPLETED,BRANCH,DEV-0555,LOC-099,2026-06-26 10:09:00,NORMAL
TXN-000146,ACC-0663,CP-0269,BEN-0147,NEFT,22670.53,INR,COMPLETED,UPI,DEV-0177,LOC-018,2026-07-18 04:58:00,NORMAL
TXN-000147,ACC-0201,CP-0259,BEN-0196,IMPS,17996.27,INR,COMPLETED,BRANCH,DEV-0632,LOC-046,2026-07-11 00:16:00,NORMAL
TXN-000148,ACC-0407,CP-0059,BEN-0115,IMPS,8994.19,INR,COMPLETED,BRANCH,DEV-0460,LOC-076,2026-06-02 04:08:00,NORMAL
TXN-000149,ACC-0842,CP-0219,BEN-0109,INBOUND_WIRE,42407.49,INR,COMPLETED,BRANCH,DEV-0324,LOC-018,2026-08-03 06:51:00,NORMAL
TXN-000150,ACC-1024,CP-0308,BEN-0269,IMPS,39670.37,INR,COMPLETED,NET_BANKING,DEV-0430,LOC-006,2026-08-05 17:22:00,NORMAL
TXN-000151,ACC-0629,CP-0331,BEN-0029,INBOUND_WIRE,43598.05,INR,COMPLETED,MOBILE_APP,DEV-0428,LOC-026,2026-08-14 03:27:00,NORMAL
TXN-000152,ACC-1028,CP-0187,BEN-0086,INBOUND_WIRE,45514.69,INR,COMPLETED,UPI,DEV-0708,LOC-003,2026-06-11 02:43:00,NORMAL
TXN-000153,ACC-1161,CP-0415,BEN-0244,OUTBOUND_WIRE,29961.92,INR,COMPLETED,BRANCH,DEV-0272,LOC-090,2026-07-20 05:07:00,NORMAL
TXN-000154,ACC-1345,CP-0210,BEN-0022,INBOUND_WIRE,41455.1,INR,COMPLETED,MOBILE_APP,DEV-0760,LOC-018,2026-09-22 17:07:00,NORMAL
TXN-000155,ACC-0173,CP-0453,BEN-0107,INBOUND_WIRE,15143.93,INR,COMPLETED,MOBILE_APP,DEV-0567,LOC-088,2026-07-15 23:40:00,NORMAL
TXN-000156,ACC-1318,CP-0409,BEN-0068,IMPS,9372.22,INR,COMPLETED,NET_BANKING,DEV-0358,LOC-075,2026-08-29 22:44:00,NORMAL
